iter	RMSE
0	0.3937792759
1	0.3859147033
2	0.3782660383
3	0.3715510123
4	0.3639027754
5	0.3570796128
6	0.3505731364
7	0.3443261343
8	0.3377458693
9	0.3315679376
10	0.3256212773
11	0.3195954864
12	0.3138683103
13	0.3083105916
14	0.3024478013
15	0.2970170112
16	0.2917464035
17	0.2868322418
18	0.2820753642
19	0.2776793728
20	0.2732922218
21	0.2689605711
22	0.2643988849
23	0.2601363434
24	0.2561279664
25	0.2527668142
26	0.2491423208
27	0.2451559167
28	0.2413701581
29	0.2381282345
30	0.2351942101
31	0.231756454
32	0.2285515625
33	0.2252793237
34	0.222055674
35	0.2190521261
36	0.2158804365
37	0.2132164491
38	0.2102793619
39	0.207657237
40	0.2049623168
41	0.20217185
42	0.1996655423
43	0.1973165891
44	0.1952521284
45	0.1928651834
46	0.1905496921
47	0.188257866
48	0.1865093443
49	0.184477031
50	0.1827659532
51	0.1811462804
52	0.1792060355
53	0.1776024557
54	0.1760854873
55	0.1745824078
56	0.172837268
57	0.1712100979
58	0.1697802778
59	0.1681948031
60	0.1668276657
61	0.1653132478
62	0.1639102906
63	0.1624616177
64	0.1609658105
65	0.1597666693
66	0.1584092087
67	0.1571581519
68	0.1559181149
69	0.1549649711
70	0.1537760259
71	0.1527166735
72	0.1517120217
73	0.1507451938
74	0.1496373166
75	0.148656958
76	0.1477489876
77	0.1467813358
78	0.1459617801
79	0.1448645656
80	0.1440040702
81	0.1430706924
82	0.1423204464
83	0.1414835668
84	0.140746393
85	0.1399407992
86	0.1390230313
87	0.1382164554
88	0.1375828609
89	0.136895319
90	0.136304136
91	0.1355981456
92	0.1349584502
93	0.1342752104
94	0.133668215
95	0.1330411979
96	0.1324619515
97	0.1319352655
98	0.1312443006
99	0.1306016828
100	0.1298965784
101	0.1293726342
102	0.1287885227
103	0.1282310705
104	0.1276740278
105	0.1270576051
106	0.1263983254
107	0.125660188
108	0.124782068
109	0.1242147538
110	0.1235022952
111	0.1229325315
112	0.1223733999
113	0.1217224079
114	0.1212546513
115	0.1207018392
116	0.1200283021
117	0.1195658164
118	0.1190930746
119	0.1186445688
120	0.1182202232
121	0.1177817163
122	0.1174480041
123	0.1169926335
124	0.116659147
125	0.1162332144
126	0.1159016556
127	0.1155534249
128	0.1152094706
129	0.1148666568
130	0.1146768092
131	0.1143246137
132	0.114009349
133	0.1137050529
134	0.1133458681
135	0.1133446979
136	0.1129801269
137	0.1127316002
138	0.112457258
139	0.1121977964
140	0.1119133575
141	0.1117122059
142	0.1113901799
143	0.1111784401
144	0.1110032932
145	0.1108259636
146	0.1106069131
147	0.1104161224
148	0.1101913691
149	0.1099697746
150	0.1096369225
151	0.1095167786
152	0.109375326
153	0.1091731722
154	0.1088614301
155	0.1086511716
156	0.1084923694
157	0.1083024835
158	0.1079611223
159	0.1077834539
160	0.1075574229
161	0.1073901938
162	0.1071697375
163	0.1069247607
164	0.1066528557
165	0.1065180045
166	0.106279304
167	0.1061052386
168	0.10589193
169	0.1056430619
170	0.1054231428
171	0.1051615135
172	0.1049456579
173	0.1048040345
174	0.1046698441
175	0.104498784
176	0.1044312627
177	0.104338896
178	0.1041514606
179	0.1039939741
180	0.1038078859
181	0.1036986209
182	0.1035124305
183	0.1034085079
184	0.1031808399
185	0.1030711649
186	0.1028489525
187	0.1026896784
188	0.1026526159
189	0.1025020288
190	0.1023363603
191	0.1021874846
192	0.1020405741
193	0.1018389556
194	0.1015874134
195	0.1014540946
196	0.101282156
197	0.1011103883
198	0.1009643095
199	0.1008112227
200	0.1006675558
201	0.1005743167
202	0.1004616792
203	0.1003203696
204	0.1002008821
205	0.1000299239
206	0.09984458181
207	0.09972753284
208	0.09953788391
209	0.09948186359
210	0.09933158199
211	0.09922538514
212	0.09916324925
213	0.09910562356
214	0.09896141996
215	0.09885813711
216	0.09871028199
217	0.09859411411
218	0.09849595862
219	0.09828007338
220	0.09809428419
221	0.09796497668
222	0.09784981507
223	0.09775456793
224	0.09768726888
225	0.09758593103
226	0.09750630413
227	0.09732977953
228	0.09720837297
229	0.09714015533
230	0.09705448396
231	0.09692717174
232	0.09684825214
233	0.09669300235
234	0.0966235734
235	0.09649558787
236	0.09637698447
237	0.09630869504
238	0.09621651097
239	0.09614899405
240	0.09603590709
241	0.09598772893
242	0.09590862515
243	0.09577315147
244	0.0956760621
245	0.09556081862
246	0.09546803522
247	0.09530291574
248	0.09509441938
249	0.09498561397
250	0.09493263371
251	0.09483128397
252	0.09466128765
253	0.09461455934
254	0.09455595478
255	0.09446498129
256	0.09430237585
257	0.09425809445
258	0.09413931704
259	0.09407100438
260	0.09391218726
261	0.09378456563
262	0.09361980902
263	0.09351474718
264	0.09345567793
265	0.09338241265
266	0.09327780804
267	0.09320957815
268	0.09300193679
269	0.09289753333
270	0.09273212131
271	0.09263996882
272	0.0925691651
273	0.09246206938
274	0.09238890798
275	0.092216104
276	0.0920942345
277	0.09197462303
278	0.09193785902
279	0.0918686242
280	0.09185224574
281	0.09174247752
282	0.09160410105
283	0.09147153545
284	0.0914103795
285	0.09129596628
286	0.09118769443
287	0.09108543864
288	0.09090956585
289	0.09076593813
290	0.09072752213
291	0.09060766583
292	0.09051400469
293	0.09045203825
294	0.09032920568
295	0.09025570267
296	0.09013655421
297	0.09005815203
298	0.08999114302
299	0.08980310704
300	0.08966812717
301	0.08957953596
302	0.08948386924
303	0.08934839159
304	0.08920089431
305	0.08907385381
306	0.0889372595
307	0.08882913759
308	0.08868803977
309	0.08866815138
310	0.0885610274
311	0.08849740141
312	0.0883927038
313	0.08836587216
314	0.0882940172
315	0.0882471419
316	0.08813832791
317	0.0880794429
318	0.08800012165
319	0.08793116276
320	0.08789567646
321	0.08786129735
322	0.08779441663
323	0.08772498306
324	0.087637332
325	0.08745561868
326	0.08732389922
327	0.08722280925
328	0.08714147583
329	0.08707092066
330	0.08701054424
331	0.08685762123
332	0.08678325144
333	0.08669538819
334	0.08663497984
335	0.08658729643
336	0.0865373983
337	0.08643386293
338	0.08629471122
339	0.08622501969
340	0.08611629532
341	0.08598571706
342	0.08591645537
343	0.08582832197
344	0.08573589777
345	0.08562474508
346	0.08558814215
347	0.08550879796
348	0.08537112275
349	0.08529868152
350	0.08525054972
351	0.08516049651
352	0.08510241518
353	0.08505607714
354	0.08500716471
355	0.08489981013
356	0.08481059249
357	0.08469246628
358	0.08467538819
359	0.08460472951
360	0.08450265215
361	0.08441567039
362	0.08437534531
363	0.08434183671
364	0.08426063887
365	0.08417667667
366	0.08412210364
367	0.08408865108
368	0.08398115952
369	0.08388146591
370	0.08374090824
371	0.08367263868
372	0.08366537387
373	0.08348599162
374	0.08340441916
375	0.08334051786
376	0.08325159485
377	0.08312400589
378	0.08306739347
379	0.08300500816
380	0.08297718576
381	0.08290881312
382	0.08284142308
383	0.08273737663
384	0.08270085053
385	0.082636961
386	0.08258229598
387	0.08252344367
388	0.08249065933
389	0.08242383328
390	0.08235354025
391	0.08229620028
392	0.08224427408
393	0.08219808267
394	0.08215225583
395	0.08207234981
396	0.08202985947
397	0.08191007663
398	0.08184982676
399	0.08174664388
400	0.08166859706
401	0.08161362979
402	0.08156294833
403	0.08150747872
404	0.08147112766
405	0.08139285429
406	0.0812483755
407	0.08119011095
408	0.08110730827
409	0.08107369754
410	0.08098359368
411	0.0809648539
412	0.08089755697
413	0.08083037713
414	0.08075223077
415	0.08065453875
416	0.08055328551
417	0.08049393727
418	0.08045440692
419	0.08039844904
420	0.08035502641
421	0.08024440276
422	0.08017335965
423	0.08012891064
424	0.08003160994
425	0.07992755564
426	0.07986402102
427	0.0797471584
428	0.07971425311
429	0.07966659474
430	0.0795631578
431	0.0795248792
432	0.0795116623
433	0.07947535779
434	0.07941766723
435	0.07934020243
436	0.07927482051
437	0.07916989184
438	0.07910671206
439	0.07904134117
440	0.07898484995
441	0.07897067073
442	0.07892237976
443	0.07885417965
444	0.07880655164
445	0.07870126765
446	0.07864437111
447	0.07860497352
448	0.07858175543
449	0.07852541167
450	0.07846804948
451	0.07840517524
452	0.07827191663
453	0.07825510351
454	0.07821802594
455	0.07815833959
456	0.07808930389
457	0.07797063346
458	0.07795392055
459	0.07792469949
460	0.07781968251
461	0.07776279951
462	0.0777183202
463	0.07765464584
464	0.07761370935
465	0.07751208573
466	0.07739645042
467	0.07734800537
468	0.07724008518
469	0.07712377766
470	0.07707452813
471	0.07703051975
472	0.07691863641
473	0.07684453983
474	0.07682438362
475	0.07673511791
476	0.07668694254
477	0.07658321204
478	0.07652679908
479	0.07648663114
480	0.07645068467
481	0.07638838241
482	0.0763077818
483	0.07627777217
484	0.07622929299
485	0.07620285085
486	0.07617680253
487	0.07608257319
488	0.07603584532
489	0.07598203733
490	0.07589119214
491	0.07582415523
492	0.07575162426
493	0.07574470353
494	0.07569491694
495	0.07565454514
496	0.07554996073
497	0.0755036427
498	0.07542956474
499	0.07537275159
500	0.07528098391
501	0.07524913409
502	0.07519178418
503	0.0751390229
504	0.07510978134
505	0.07506279738
506	0.07498910292
507	0.07495803633
508	0.07490755951
509	0.07485347269
510	0.07477328487
511	0.07473020864
512	0.07469893942
513	0.07468511635
514	0.07462540638
515	0.074557956
516	0.07454168606
517	0.07451401892
518	0.07441652322
519	0.07437926929
520	0.07435376903
521	0.07431807772
522	0.07429604614
523	0.07422008554
524	0.07413616434
525	0.07406230201
526	0.0740196593
527	0.07396783111
528	0.07392349705
529	0.07388140548
530	0.0737952566
531	0.07373584248
532	0.07368176423
533	0.07358725283
534	0.07354428661
535	0.07344653461
536	0.07341726489
537	0.07340501467
538	0.07338592983
539	0.07326093791
540	0.07323443373
541	0.07316814517
542	0.07311949729
543	0.07303943012
544	0.072970837
545	0.07294670567
546	0.07292658728
547	0.07291408066
548	0.07289134611
549	0.07284417101
550	0.0727977671
551	0.07272550972
552	0.07266979349
553	0.07253001013
554	0.07244169337
555	0.07242288113
556	0.07234009421
557	0.07227330496
558	0.07218715888
559	0.07208687594
560	0.07201781581
561	0.07195540851
562	0.07189964881
563	0.07185021455
564	0.07184315883
565	0.07182906805
566	0.07175640735
567	0.07169843162
568	0.0716562553
569	0.07160812347
570	0.07154985824
571	0.07149538522
572	0.07148170041
573	0.07137500266
574	0.071319707
575	0.07124106374
576	0.07120425901
577	0.07115526382
578	0.07115153197
579	0.07111115964
580	0.07110288318
581	0.07107568536
582	0.07100630607
583	0.07098465953
584	0.07098170788
585	0.07095217977
586	0.07090718608
587	0.07088522997
588	0.07080273168
589	0.07077976704
590	0.07075060838
591	0.07068074892
592	0.07060928161
593	0.0705836864
594	0.07051819264
595	0.07041609929
596	0.07039618489
597	0.07034776987
598	0.07029557701
599	0.07019503115
600	0.07016547748
601	0.07011623855
602	0.07004282398
603	0.06994819985
604	0.06992687745
605	0.06987695822
606	0.06981299401
607	0.06979750542
608	0.06977851844
609	0.06973770021
610	0.06963841161
611	0.06961228846
612	0.06955064438
613	0.06952970863
614	0.06951101241
615	0.06950678111
616	0.06946358225
617	0.06941405609
618	0.06931211446
619	0.06928616279
620	0.06928119664
621	0.06922923371
622	0.06914604487
623	0.06909952782
624	0.06905424696
625	0.06904547352
626	0.06902240807
627	0.06895911869
628	0.06888441062
629	0.06883918838
630	0.06878268965
631	0.06877566503
632	0.06874804764
633	0.06870941776
634	0.06863952493
635	0.06861560645
636	0.06856680901
637	0.06851961694
638	0.06846034272
639	0.06843378295
640	0.06835678251
641	0.06830948462
642	0.0682835517
643	0.06821861717
644	0.06813752997
645	0.06808241653
646	0.06804562194
647	0.06800263555
