iter	RMSE
0	11.69261443
1	11.38238488
2	11.04443978
3	10.74251707
4	10.44122315
5	10.13810865
6	9.837213105
7	9.597450013
8	9.320737854
9	9.070523644
10	8.826497948
11	8.572121986
12	8.330020551
13	8.101484539
14	7.863059911
15	7.647941185
16	7.419788161
17	7.216746851
18	7.020736393
19	6.82328597
20	6.628095045
21	6.436921756
22	6.267923598
23	6.08123701
24	5.900157536
25	5.735394275
26	5.588153371
27	5.424969825
28	5.272969307
29	5.124053952
30	4.973580963
31	4.826270624
32	4.684768526
33	4.550684979
34	4.416135607
35	4.286335484
36	4.163793485
37	4.041548798
38	3.923973931
39	3.80832407
40	3.698018701
41	3.588806768
42	3.483676029
43	3.38914602
44	3.290347801
45	3.199055714
46	3.106672729
47	3.015700732
48	2.932233942
49	2.855926413
50	2.772341546
51	2.693001243
52	2.620891592
53	2.545404804
54	2.471328633
55	2.40832237
56	2.340929422
57	2.273351869
58	2.208745973
59	2.150029635
60	2.092396139
61	2.03584868
62	1.985497922
63	1.93476594
64	1.880980796
65	1.827522856
66	1.77627769
67	1.726895877
68	1.68405352
69	1.638580464
70	1.598545522
71	1.554134472
72	1.51394533
73	1.4730881
74	1.435363065
75	1.396672451
76	1.363737787
77	1.329043421
78	1.295475117
79	1.262188313
80	1.229628085
81	1.197963833
82	1.166579356
83	1.136075848
84	1.106444731
85	1.078378389
86	1.051727764
87	1.025876259
88	1.000040749
89	0.97659277
90	0.952911372
91	0.9315457319
92	0.9107268592
93	0.8902717855
94	0.87025112
95	0.8495738712
96	0.8305823381
97	0.8123613098
98	0.793876865
99	0.7777676491
100	0.7624049258
101	0.7458042121
102	0.7300799023
103	0.7144366517
104	0.7011142731
105	0.6876988548
106	0.6738031875
107	0.6603220046
108	0.6492790605
109	0.6369172186
110	0.6246534663
111	0.6134071655
112	0.6023412189
113	0.5915800182
114	0.5811429957
115	0.5707299456
116	0.560983198
117	0.5523579142
118	0.5441090464
119	0.5354818147
120	0.5269578886
121	0.5189340822
122	0.5117372327
123	0.5038234508
124	0.4972796206
125	0.490373101
126	0.4842564017
127	0.4768258753
128	0.4707838038
129	0.4652269313
130	0.4598029885
131	0.4535743477
132	0.4475732886
133	0.4427008419
134	0.4371190161
135	0.4316070696
136	0.42677422
137	0.4220660102
138	0.4179558985
139	0.4137279122
140	0.4093416581
141	0.4050728931
142	0.4007536107
143	0.3967605855
144	0.393093165
145	0.3885847669
146	0.3849477233
147	0.3815023835
148	0.3778092817
149	0.3743241906
150	0.3712547814
151	0.3676932872
152	0.3639792148
153	0.3610230085
154	0.3579979646
155	0.3551558146
156	0.3521653158
157	0.349081718
158	0.3464638238
159	0.3439805523
160	0.3413617802
161	0.3385399432
162	0.3364448927
163	0.3340916385
164	0.3315578096
165	0.3292796929
166	0.3272472541
167	0.3252840298
168	0.3231164815
169	0.3207551357
170	0.3188661253
171	0.3168916272
172	0.3146901592
173	0.3123800609
174	0.310618074
175	0.3090368644
176	0.3072689078
177	0.3053987146
178	0.3035133511
179	0.3014129219
180	0.2997746194
181	0.2980217809
182	0.2963642147
183	0.294500557
184	0.2927148144
185	0.2912798781
186	0.2897675567
187	0.2881711935
188	0.2866651243
189	0.2853131379
190	0.2842143262
191	0.2828336578
192	0.2815109771
193	0.2801026134
194	0.2787491398
195	0.2774727406
196	0.2761096693
197	0.2749272933
198	0.2736814687
199	0.2722287509
