iter	Passed	Remaining
0	2	2086
1	3	1553
2	4	1345
3	4	1241
4	5	1192
5	6	1140
6	7	1093
7	8	1061
8	9	1037
9	10	1016
10	14	1295
11	16	1366
12	18	1434
13	21	1486
14	23	1536
15	25	1594
16	28	1622
17	29	1583
18	29	1547
19	30	1516
20	31	1485
21	32	1457
22	33	1428
23	34	1405
24	35	1382
25	36	1361
26	37	1340
27	38	1321
28	38	1300
29	39	1286
30	40	1272
31	41	1256
32	42	1244
33	43	1236
34	44	1222
35	45	1211
36	46	1199
37	47	1189
38	47	1178
39	48	1167
40	49	1159
41	50	1153
42	51	1146
43	52	1137
44	53	1127
45	54	1121
46	55	1115
47	55	1109
48	56	1101
49	57	1094
50	58	1088
51	59	1085
52	60	1081
53	61	1075
54	62	1069
55	63	1063
56	63	1057
57	64	1051
58	65	1047
59	66	1042
60	67	1038
61	68	1034
62	69	1030
63	70	1026
64	71	1022
65	72	1019
66	72	1014
67	73	1010
68	74	1007
69	75	1004
70	76	1000
71	77	997
72	78	994
73	79	990
74	80	987
75	80	983
76	81	979
77	82	975
78	83	971
79	84	968
80	85	965
81	85	962
82	86	959
83	87	957
84	88	955
85	89	953
86	90	953
87	91	952
88	92	951
89	93	948
90	94	946
91	96	955
92	97	954
93	99	955
94	100	953
95	101	951
96	101	947
97	103	955
98	104	953
99	105	950
100	106	949
101	107	945
102	108	942
103	109	940
104	110	938
105	110	935
106	111	933
107	112	931
108	113	928
109	114	926
110	115	924
111	116	921
112	117	919
113	117	917
114	118	915
115	119	913
116	120	911
117	121	908
118	122	907
119	123	905
120	124	904
121	125	902
122	126	900
123	127	899
124	128	897
125	129	896
126	130	894
127	130	892
128	131	889
129	132	887
130	133	886
131	134	884
132	135	882
133	136	880
134	137	878
135	138	877
136	139	876
137	140	876
138	141	874
139	142	873
140	143	871
141	143	869
142	144	867
143	145	865
144	146	863
145	147	861
146	148	860
147	149	858
148	150	857
149	151	855
150	151	854
151	152	852
152	153	850
153	154	848
154	155	847
155	156	846
156	157	845
157	158	844
158	158	839
159	159	837
160	160	835
161	161	833
162	162	832
163	162	830
164	163	829
165	164	824
166	165	823
167	166	822
168	166	820
169	167	819
170	168	818
171	169	817
172	170	815
173	171	814
174	172	812
175	173	811
176	174	809
177	174	807
178	175	805
179	176	804
180	177	803
181	178	800
182	179	799
183	179	797
184	180	796
185	181	794
186	182	793
187	183	791
188	184	790
189	185	789
190	185	787
191	186	785
192	187	784
193	188	783
194	189	782
195	190	780
196	192	785
197	193	784
198	194	782
199	195	781
200	196	780
201	197	778
202	197	777
203	198	776
204	199	774
205	200	773
206	201	772
207	202	770
208	203	769
209	204	768
210	205	766
211	205	765
212	206	764
213	207	762
214	208	761
215	209	760
216	210	759
217	211	757
218	212	756
219	213	755
220	214	754
221	214	753
222	215	752
223	216	751
224	217	750
225	218	748
226	219	747
227	220	746
228	221	745
229	222	743
230	223	742
231	224	741
232	224	740
233	225	739
234	226	738
235	227	737
236	228	736
237	229	734
238	230	733
239	231	732
240	232	731
241	233	729
242	233	728
243	234	727
244	235	726
245	236	724
246	237	724
247	238	722
248	239	721
249	239	719
250	240	718
251	241	717
252	242	716
253	243	715
254	244	715
255	245	713
256	246	712
257	247	711
258	248	710
259	249	709
260	250	708
261	251	707
262	252	706
263	253	705
264	254	704
265	254	703
266	255	702
267	256	701
268	257	699
269	258	698
270	259	697
271	260	696
272	261	695
273	261	693
274	262	692
275	263	691
276	264	690
277	265	689
278	266	687
279	267	686
280	267	685
281	268	684
282	269	683
283	270	682
284	271	681
285	272	679
286	273	678
287	273	677
288	274	676
289	275	674
290	276	673
291	277	672
292	278	671
293	279	670
294	279	669
295	280	668
296	281	666
297	282	665
298	283	664
299	284	663
300	285	662
301	286	661
302	286	660
303	287	659
304	288	657
305	289	656
306	290	655
307	291	654
308	292	653
309	293	652
310	293	650
311	294	649
312	295	648
313	297	649
314	298	648
315	299	647
316	300	646
317	300	645
318	301	644
319	302	642
320	303	641
321	304	640
322	305	639
323	305	638
324	306	637
325	307	636
326	308	635
327	309	634
328	310	632
329	311	631
330	311	630
331	312	629
332	313	628
333	314	627
334	315	626
335	316	625
336	317	624
337	318	623
338	319	622
339	319	620
340	320	619
341	321	618
342	322	616
343	322	615
344	323	614
345	324	613
346	325	612
347	326	611
348	326	609
349	327	608
350	328	607
351	329	606
352	330	605
353	331	604
354	332	603
355	332	602
356	333	601
357	334	600
358	335	599
359	336	598
360	337	597
361	338	595
362	339	594
363	339	593
364	340	592
365	341	591
366	342	590
367	343	589
368	344	588
369	345	587
370	346	586
371	346	585
372	347	584
373	348	583
374	349	582
375	350	581
376	351	581
377	352	580
378	353	579
379	354	578
380	355	577
381	356	576
382	356	575
383	357	574
384	358	573
385	359	572
386	360	571
387	361	570
388	362	569
389	363	568
390	363	566
391	364	565
392	365	564
393	366	563
394	367	562
395	368	561
396	369	560
397	370	559
398	370	558
399	371	557
400	372	556
401	373	555
402	374	554
403	375	553
404	376	552
405	377	551
406	377	550
407	378	549
408	379	548
409	380	547
410	381	546
411	382	545
412	383	544
413	384	543
414	385	542
415	385	541
416	386	541
417	387	540
418	388	539
419	389	538
420	390	537
421	391	536
422	392	535
423	393	534
424	394	533
425	395	532
426	396	531
427	397	530
428	397	529
429	398	528
430	399	527
431	400	526
432	401	525
433	402	524
434	403	523
435	404	522
436	405	521
437	405	520
438	406	519
439	407	518
440	408	517
441	409	516
442	410	515
443	411	514
444	411	513
445	412	512
446	413	512
447	414	510
448	415	509
449	416	508
450	417	507
451	418	506
452	418	505
453	419	504
454	420	503
455	421	502
456	422	501
457	423	500
458	424	500
459	425	499
460	426	498
461	426	497
462	427	496
463	428	495
464	429	494
465	430	493
466	431	492
467	432	491
468	432	490
469	433	489
470	434	488
471	435	487
472	436	486
473	437	485
474	438	484
475	439	483
476	439	482
477	440	481
478	441	480
479	442	479
480	443	478
481	444	477
482	445	476
483	446	475
484	446	474
