iter	RMSE
0	0.3962360062
1	0.388429074
2	0.3811154732
3	0.3736583551
4	0.3662059235
5	0.3589761789
6	0.3520873472
7	0.3457386583
8	0.3393748214
9	0.3328854608
10	0.3268622816
11	0.3211603359
12	0.3158929525
13	0.3100738261
14	0.3047093527
15	0.2993785205
16	0.2941641768
17	0.2891936734
18	0.2847580731
19	0.280197095
20	0.2753796649
21	0.2709758464
22	0.2665018437
23	0.2624145543
24	0.2583211116
25	0.2538665024
26	0.2498316547
27	0.2461029575
28	0.2422612833
29	0.2385741731
30	0.2351173657
31	0.2317120118
32	0.2282882809
33	0.2254365638
34	0.2224924893
35	0.2192492289
36	0.2163547839
37	0.2131990579
38	0.2102720097
39	0.2075405086
40	0.2049016704
41	0.2021492186
42	0.1996744728
43	0.1970416181
44	0.1948416656
45	0.1923774021
46	0.1899177348
47	0.1877714764
48	0.1856641115
49	0.1835375692
50	0.1813586888
51	0.1793789217
52	0.1777818974
53	0.1760697401
54	0.1742695603
55	0.1724107653
56	0.1706632566
57	0.1689249942
58	0.1671475035
59	0.1654484166
60	0.1637797642
61	0.1621551972
62	0.1605732882
63	0.1591311263
64	0.1578175458
65	0.1564772402
66	0.1551166758
67	0.1537652976
68	0.152611462
69	0.1513945518
70	0.1499986888
71	0.1489909887
72	0.1478135251
73	0.1466831528
74	0.1456337995
75	0.144632292
76	0.143516113
77	0.142431227
78	0.141503479
79	0.1404976978
80	0.1397145582
81	0.1388023678
82	0.1378345863
83	0.1370276035
84	0.1360839385
85	0.1353105692
86	0.1343760886
87	0.1336053786
88	0.1329446835
89	0.1320566405
90	0.1312356118
91	0.1305015717
92	0.1296202216
93	0.1288939043
94	0.1282439195
95	0.1275201283
96	0.1268613983
97	0.1262577209
98	0.1255588979
99	0.124994608
100	0.1243802787
101	0.1236344761
102	0.1230281043
103	0.1224818198
104	0.1219633647
105	0.1213624112
106	0.1207980189
107	0.120192714
108	0.1196304912
109	0.1190947244
110	0.1185840187
111	0.1181842048
112	0.1177209807
113	0.1173055329
114	0.1167376602
115	0.1162228952
116	0.115703235
117	0.1154259018
118	0.1149975894
119	0.1146145172
120	0.1142124899
121	0.1138209331
122	0.1133124026
123	0.1129246807
124	0.1124835322
125	0.1120450492
126	0.1116522371
127	0.1112883216
128	0.110911968
129	0.1105695674
130	0.1101970042
131	0.1097950868
132	0.1094341302
133	0.1089978715
134	0.1086847459
135	0.1084031509
136	0.10803959
137	0.1076642191
138	0.1072893167
139	0.1069583414
140	0.1067015024
141	0.106416378
142	0.1060924618
143	0.1057924252
144	0.1054724332
145	0.1051324936
146	0.1048635237
147	0.1045550211
148	0.1042666173
149	0.1040460706
150	0.1037330079
151	0.103481432
152	0.1032537707
153	0.1029541852
154	0.1026783495
155	0.102403675
156	0.102165678
157	0.1019619595
158	0.1017279358
159	0.1015714049
160	0.1013006699
161	0.1010706362
162	0.1007767901
163	0.1005902825
164	0.1002933504
165	0.1001091621
166	0.0998600653
167	0.09962707251
168	0.09937063614
169	0.09915079252
170	0.09896176395
171	0.09869424908
172	0.09837967605
173	0.09815151539
174	0.09796558359
175	0.09773507773
176	0.09755874026
177	0.09731128365
178	0.09709968034
179	0.09688100129
180	0.09660669235
181	0.09633206486
182	0.09616029729
183	0.09593312285
184	0.09575014568
185	0.09555711414
186	0.0953093977
187	0.09510445078
188	0.09495540366
189	0.09479978763
190	0.09457712358
191	0.09446755013
192	0.09429572445
193	0.09417676528
194	0.09401097179
195	0.09379905565
196	0.09359216437
197	0.09347413483
198	0.0933068263
199	0.09313045967
