iter	Passed	Remaining
0	4	4964
1	8	4301
2	12	4300
3	16	4158
4	20	4172
5	24	4138
6	29	4132
7	33	4117
8	37	4136
9	41	4144
10	45	4108
11	49	4096
12	53	4093
13	57	4068
14	61	4068
15	66	4067
16	69	4035
17	73	4025
18	77	4016
19	82	4020
20	86	4041
21	90	4032
22	95	4060
23	101	4131
24	106	4162
25	110	4143
26	114	4143
27	118	4129
28	123	4125
29	127	4121
30	131	4117
31	135	4112
32	140	4102
33	143	4085
34	147	4071
35	151	4047
36	155	4043
37	159	4041
38	163	4040
39	167	4030
40	172	4026
41	176	4021
42	180	4014
43	184	4009
44	188	4002
45	192	3994
46	197	4009
47	202	4008
48	206	4005
49	210	3994
50	214	3993
51	218	3988
52	223	3986
53	227	3980
54	231	3976
55	235	3969
56	239	3965
57	243	3958
58	247	3954
59	251	3946
60	256	3942
61	260	3944
62	265	3944
63	268	3933
64	273	3929
65	277	3927
66	281	3922
67	285	3918
68	290	3914
69	294	3912
70	298	3911
71	302	3903
72	306	3893
73	310	3890
74	314	3883
75	318	3875
76	322	3868
77	324	3840
78	329	3838
79	333	3834
80	337	3828
81	341	3822
82	345	3816
83	349	3809
84	353	3807
85	357	3799
86	361	3791
87	365	3786
88	369	3783
89	372	3765
90	376	3761
91	380	3757
92	385	3755
93	389	3749
94	393	3744
95	396	3737
96	401	3734
97	405	3728
98	409	3725
99	413	3725
100	418	3720
101	421	3713
102	426	3710
103	431	3717
104	436	3717
105	440	3715
106	444	3713
107	449	3708
108	453	3705
109	457	3703
110	461	3697
111	465	3691
112	469	3685
113	473	3683
114	477	3677
115	481	3670
116	485	3664
117	489	3661
118	494	3658
119	498	3656
120	502	3651
121	506	3643
122	510	3638
123	514	3633
124	518	3627
125	522	3623
126	526	3617
127	530	3612
128	534	3607
129	538	3602
130	542	3596
131	546	3594
132	550	3589
133	554	3585
134	558	3581
135	562	3575
136	566	3571
137	571	3569
138	575	3565
139	579	3560
140	583	3554
141	587	3549
142	591	3544
143	595	3540
144	599	3534
145	603	3531
146	607	3525
147	611	3519
148	615	3515
149	619	3509
150	623	3505
151	627	3501
152	631	3497
153	636	3493
154	639	3488
155	643	3479
156	647	3474
157	651	3469
158	655	3466
159	659	3461
160	663	3455
161	667	3450
162	671	3447
163	675	3443
164	679	3439
165	683	3434
166	688	3431
167	691	3426
168	696	3422
169	699	3416
170	703	3411
171	707	3406
172	711	3402
173	715	3398
174	720	3394
175	723	3388
176	728	3387
177	732	3383
178	736	3378
179	740	3372
180	744	3368
181	748	3362
182	752	3360
183	756	3355
184	760	3349
185	763	3342
186	767	3337
187	771	3333
188	775	3327
189	779	3323
190	783	3318
191	787	3314
192	791	3309
193	795	3305
194	799	3300
195	803	3295
196	807	3291
197	811	3286
198	814	3279
199	818	3273
200	822	3268
201	826	3266
202	830	3261
203	835	3258
204	839	3255
205	843	3250
206	847	3245
207	850	3240
208	854	3235
209	858	3230
210	862	3225
211	866	3219
212	870	3214
213	874	3211
214	878	3206
215	882	3202
216	886	3198
217	890	3193
218	893	3188
219	898	3183
220	902	3180
221	906	3177
222	910	3172
223	914	3168
224	918	3164
225	922	3160
226	926	3156
227	931	3154
228	936	3152
229	940	3147
230	944	3144
231	948	3140
232	952	3136
233	956	3131
234	960	3125
235	964	3123
236	968	3118
237	972	3114
238	977	3110
239	980	3106
240	985	3102
241	989	3099
242	993	3094
243	997	3089
244	1001	3086
245	1005	3082
246	1009	3078
247	1013	3073
248	1017	3069
249	1021	3064
250	1025	3059
251	1029	3055
252	1034	3053
253	1038	3050
254	1042	3045
255	1046	3041
256	1050	3038
257	1055	3034
258	1059	3030
259	1063	3027
260	1067	3023
261	1071	3019
262	1076	3015
263	1079	3010
264	1083	3006
265	1088	3003
266	1092	2999
267	1096	2994
268	1100	2991
269	1105	2988
270	1108	2982
271	1113	2979
272	1128	3004
273	1132	3000
274	1136	2997
275	1141	2993
276	1145	2989
277	1149	2985
278	1154	2982
279	1158	2979
280	1163	2975
281	1167	2972
282	1172	2969
283	1176	2965
284	1180	2962
285	1184	2958
286	1189	2954
287	1192	2948
288	1196	2943
289	1200	2940
290	1204	2935
291	1209	2931
292	1213	2928
293	1217	2923
294	1222	2920
