iter	Passed	Remaining
0	13	13922
1	23	11744
2	28	9392
3	33	8324
4	38	7732
5	43	7267
6	48	6887
7	53	6592
8	57	6325
9	59	5855
10	63	5748
11	71	5903
12	76	5802
13	81	5747
14	86	5669
15	91	5625
16	97	5611
17	100	5484
18	103	5353
19	108	5311
20	113	5288
21	118	5260
22	123	5233
23	127	5204
24	133	5190
25	137	5168
26	142	5150
27	147	5127
28	152	5113
29	157	5082
30	161	5059
31	166	5032
32	171	5012
33	177	5033
34	181	5001
35	186	4981
36	190	4961
37	199	5046
38	207	5105
39	213	5119
40	222	5194
41	228	5203
42	233	5207
43	242	5273
44	248	5270
45	254	5268
46	260	5280
47	267	5304
48	274	5331
49	280	5337
50	285	5313
51	290	5294
52	295	5278
53	298	5236
54	304	5230
55	309	5218
56	314	5195
57	319	5181
58	324	5167
59	328	5153
60	333	5134
61	338	5117
62	343	5105
63	347	5082
64	352	5069
65	357	5057
66	362	5044
67	367	5032
68	372	5026
69	377	5011
70	382	4999
71	386	4986
72	391	4971
73	396	4962
74	406	5008
75	416	5067
76	423	5071
77	428	5062
78	433	5048
79	437	5030
80	442	5019
81	446	5002
82	451	4984
83	455	4971
84	460	4957
85	465	4950
86	470	4939
87	475	4930
88	480	4918
89	485	4913
90	490	4900
91	495	4889
92	499	4875
93	504	4864
94	509	4855
95	514	4846
96	519	4834
97	523	4822
98	529	4815
99	534	4807
100	538	4795
101	543	4784
102	547	4769
103	552	4756
104	557	4751
105	562	4740
106	566	4728
107	571	4716
108	576	4709
109	580	4696
110	585	4689
111	590	4681
112	594	4669
113	599	4658
114	604	4649
115	608	4639
116	613	4628
117	618	4622
118	623	4614
119	628	4607
120	633	4601
121	638	4597
122	643	4586
123	648	4580
124	653	4572
125	658	4565
126	663	4561
127	667	4550
128	672	4541
129	677	4533
130	682	4524
131	687	4517
132	691	4509
133	696	4503
134	701	4493
135	706	4488
136	711	4481
137	716	4475
138	721	4467
139	725	4458
140	730	4447
141	734	4440
142	739	4434
143	744	4425
144	749	4419
145	754	4413
146	755	4384
147	760	4378
148	764	4369
149	769	4361
150	771	4337
151	779	4350
152	794	4397
153	800	4397
154	805	4392
155	810	4385
156	815	4377
157	819	4369
158	825	4363
159	826	4341
160	832	4337
161	838	4339
162	844	4336
163	849	4328
164	853	4320
165	857	4310
166	862	4303
167	867	4295
168	872	4288
169	873	4263
170	877	4254
171	882	4248
172	887	4240
173	891	4232
174	896	4226
175	901	4218
176	905	4209
177	909	4201
178	914	4194
179	919	4188
180	923	4178
181	928	4172
182	932	4164
183	937	4159
184	942	4152
185	946	4143
186	951	4136
187	956	4129
188	960	4122
189	965	4116
190	970	4110
191	974	4101
192	979	4093
193	984	4090
194	989	4083
195	993	4076
196	998	4068
197	1003	4064
198	1007	4055
199	1012	4051
200	1017	4045
201	1022	4038
202	1026	4031
203	1031	4026
204	1036	4020
205	1041	4015
206	1046	4007
207	1050	3999
208	1054	3992
209	1059	3986
210	1064	3980
211	1068	3973
212	1073	3967
213	1077	3958
214	1082	3952
215	1086	3944
216	1091	3938
217	1095	3930
218	1101	3927
219	1106	3923
220	1111	3918
221	1117	3914
222	1121	3906
223	1126	3902
224	1132	3902
225	1137	3896
226	1141	3888
227	1147	3886
228	1152	3879
229	1156	3872
230	1161	3867
231	1166	3862
232	1171	3858
233	1177	3853
234	1181	3846
235	1186	3841
236	1191	3835
237	1196	3831
238	1201	3827
239	1207	3824
240	1212	3817
241	1217	3812
242	1221	3806
243	1226	3800
244	1232	3796
245	1237	3794
246	1245	3797
247	1260	3822
248	1265	3815
249	1270	3810
250	1275	3805
251	1280	3800
252	1285	3795
253	1290	3789
254	1295	3784
255	1300	3779
256	1305	3774
257	1310	3769
258	1315	3764
259	1320	3758
260	1325	3751
261	1330	3747
262	1334	3740
263	1340	3735
264	1348	3740
265	1355	3739
266	1360	3735
267	1365	3729
268	1370	3724
269	1375	3718
270	1380	3713
271	1384	3706
272	1389	3701
273	1395	3696
274	1400	3691
275	1404	3684
276	1409	3679
277	1414	3673
278	1419	3667
279	1424	3662
280	1429	3656
281	1433	3651
282	1438	3645
283	1443	3640
284	1448	3634
285	1453	3629
286	1459	3624
287	1464	3619
288	1469	3614
289	1473	3608
290	1479	3603
291	1484	3598
292	1488	3592
293	1493	3586
294	1497	3579
