iter	RMSE
0	11.67690908
1	11.39071028
2	11.05292762
3	10.7574367
4	10.46053777
5	10.17257586
6	9.87275458
7	9.617598495
8	9.349054649
9	9.095030312
10	8.838587448
11	8.574796763
12	8.321461904
13	8.075019901
14	7.845620609
15	7.613498172
16	7.39256804
17	7.192475767
18	6.979867579
19	6.795916417
20	6.598267607
21	6.419048828
22	6.233040167
23	6.050185651
24	5.886794006
25	5.721713107
26	5.568322538
27	5.405678578
28	5.251987898
29	5.100951138
30	4.94983521
31	4.816346737
32	4.683618984
33	4.554742871
34	4.428455418
35	4.305262933
36	4.178248574
37	4.055044273
38	3.936894166
39	3.820684346
40	3.712258643
41	3.60329264
42	3.5071163
43	3.403969577
44	3.316303215
45	3.220798437
46	3.126394113
47	3.040495719
48	2.951841546
49	2.876691907
50	2.795689563
51	2.723109259
52	2.647252155
53	2.572501303
54	2.503099521
55	2.440207285
56	2.373342259
57	2.305403109
58	2.23904971
59	2.175827671
60	2.115336522
61	2.058675822
62	2.001017771
63	1.944593448
64	1.889477184
65	1.836097917
66	1.789711759
67	1.741276459
68	1.692579272
69	1.648290267
70	1.607834531
71	1.563401657
72	1.521909565
73	1.481830071
74	1.444193608
75	1.406077658
76	1.369421904
77	1.332891347
78	1.297611669
79	1.263243238
80	1.232803129
81	1.200521621
82	1.169587741
83	1.14122116
84	1.114842766
85	1.085963773
86	1.058514934
87	1.032102209
88	1.006610098
89	0.9835231768
90	0.9599013568
91	0.9392331735
92	0.9185195359
93	0.8965578761
94	0.8756797335
95	0.8562887013
96	0.8374974153
97	0.8201919462
98	0.8025016542
99	0.7849730565
100	0.7697685737
101	0.7546572612
102	0.7385266537
103	0.7240279529
104	0.7092750918
105	0.6948788302
106	0.6807897051
107	0.6677906117
108	0.6550008484
109	0.6426979942
110	0.6304489021
111	0.6190505538
112	0.6090416665
113	0.5975515447
114	0.5859342668
115	0.5757630173
116	0.5660436873
117	0.5572933153
118	0.5482061689
119	0.5397895314
120	0.5311974329
121	0.5234574262
122	0.51540089
123	0.5074546236
124	0.49951888
125	0.4930820801
126	0.486868191
127	0.4808808764
128	0.4741674601
129	0.4670114705
130	0.4612605963
131	0.455489151
132	0.4496259956
133	0.4448222765
134	0.4392563442
135	0.4339515306
136	0.4288144626
137	0.4240564015
138	0.4191100891
139	0.4144870482
140	0.4100515591
141	0.4060734801
142	0.4021739716
143	0.3974658258
144	0.3940187942
145	0.3903923592
146	0.3864456865
147	0.3825554399
148	0.3790911892
149	0.3757516612
150	0.3722483057
151	0.3690850399
152	0.3665158189
153	0.3638456649
154	0.3610334885
155	0.35800936
156	0.3553917465
157	0.3526459836
158	0.3495895865
159	0.3466411134
160	0.343796016
161	0.3413124626
162	0.3383712813
163	0.3355577208
164	0.3334385254
165	0.3310848059
166	0.3287021483
167	0.326126762
168	0.3234206077
169	0.3212452393
170	0.3192219569
171	0.3173255733
172	0.3150601271
173	0.3131185462
174	0.3111777717
175	0.3092706206
176	0.3071239152
177	0.3048050306
178	0.3031306899
179	0.300931912
180	0.2991628841
181	0.297207886
182	0.2955538728
183	0.2937459602
184	0.2917667846
185	0.2901267161
186	0.2881802249
187	0.2862448846
188	0.2846701775
189	0.2831647227
190	0.2815702054
191	0.2797859311
192	0.2783580003
193	0.2770057356
194	0.2756967508
195	0.2742022145
196	0.2726707999
197	0.271193415
198	0.2691766217
199	0.2676237795
