iter	Passed	Remaining
0	3	3412
1	5	2978
2	8	2728
3	10	2627
4	12	2583
5	15	2543
6	17	2505
7	21	2652
8	23	2627
9	26	2599
10	28	2570
11	30	2549
12	33	2529
13	35	2509
14	37	2494
15	40	2482
16	42	2461
17	44	2444
18	47	2436
19	49	2435
20	52	2427
21	54	2421
22	56	2412
23	59	2407
24	61	2399
25	63	2395
26	66	2388
27	68	2377
28	70	2372
29	73	2366
30	75	2362
31	77	2356
32	80	2351
33	82	2349
34	85	2347
35	87	2344
36	89	2339
37	92	2343
38	97	2409
39	100	2402
40	102	2397
41	105	2404
42	107	2397
43	111	2413
44	113	2406
45	115	2398
46	118	2393
47	120	2387
48	122	2380
49	125	2377
50	127	2371
51	129	2365
52	131	2358
53	133	2342
54	136	2338
55	138	2335
56	140	2328
57	142	2321
58	145	2322
59	147	2316
60	150	2323
61	153	2325
62	156	2324
63	158	2324
64	161	2328
65	164	2329
66	167	2329
67	169	2326
68	172	2324
69	174	2318
70	177	2317
71	179	2315
72	182	2313
73	184	2309
74	186	2305
75	189	2300
76	191	2296
77	194	2300
78	197	2297
79	199	2295
80	201	2291
81	204	2286
82	206	2281
83	208	2276
84	211	2274
85	213	2269
86	216	2268
87	218	2264
88	220	2260
89	223	2257
90	225	2253
91	227	2248
92	230	2244
93	232	2239
94	234	2236
95	237	2232
96	239	2227
97	241	2223
98	243	2220
99	246	2216
100	248	2212
101	250	2208
102	253	2204
103	255	2199
104	257	2195
105	259	2191
106	262	2188
107	264	2186
108	267	2183
109	269	2179
110	271	2176
111	274	2172
112	276	2169
113	278	2167
114	281	2165
115	283	2162
116	286	2159
117	288	2156
118	290	2152
119	293	2149
120	295	2147
121	298	2144
122	300	2140
123	302	2137
124	304	2134
125	307	2131
126	309	2127
127	312	2125
128	314	2121
129	316	2118
130	318	2115
131	321	2111
132	323	2109
133	325	2105
134	328	2103
135	330	2099
136	332	2097
137	335	2094
138	337	2092
139	340	2090
140	342	2088
141	345	2085
142	347	2081
143	349	2078
144	351	2075
145	354	2072
146	356	2069
147	358	2066
148	361	2064
149	363	2061
150	366	2059
151	368	2055
152	370	2053
153	371	2041
154	372	2031
155	374	2027
156	377	2024
157	379	2022
158	381	2018
159	384	2016
160	386	2013
161	388	2011
162	391	2008
163	393	2006
164	396	2004
165	398	2001
166	400	1998
167	403	1996
168	407	2003
169	411	2010
170	414	2010
171	416	2007
172	419	2004
173	421	2001
174	424	1998
175	426	1996
176	428	1992
177	430	1990
178	433	1987
179	435	1984
180	437	1981
181	440	1979
182	442	1975
183	444	1972
184	447	1969
185	449	1966
186	451	1963
187	453	1960
188	456	1958
189	458	1954
190	461	1952
191	463	1950
192	465	1948
193	468	1945
194	470	1942
195	472	1940
196	475	1937
197	477	1934
198	479	1931
199	482	1928
200	484	1926
201	487	1924
202	489	1921
203	491	1918
204	494	1915
205	496	1913
206	498	1910
207	501	1908
208	503	1905
209	505	1902
210	507	1899
211	510	1896
212	512	1893
213	514	1890
214	517	1887
215	519	1885
216	521	1883
217	524	1880
218	526	1877
219	528	1874
220	530	1871
221	533	1869
222	535	1866
223	538	1864
224	540	1860
225	542	1858
226	544	1855
227	547	1852
228	549	1850
229	551	1847
230	554	1844
231	556	1842
232	558	1839
233	561	1836
234	563	1834
235	565	1831
236	568	1828
237	570	1826
238	572	1823
239	575	1821
240	577	1819
241	579	1816
242	582	1815
243	585	1812
244	587	1811
245	589	1808
246	592	1805
247	594	1803
248	596	1800
249	599	1797
250	601	1795
251	605	1796
252	607	1793
253	609	1791
254	612	1788
255	614	1786
256	617	1784
257	619	1782
258	622	1779
259	624	1777
260	626	1775
261	629	1772
262	631	1769
263	633	1767
264	636	1765
265	638	1762
266	640	1759
267	643	1757
268	645	1754
269	647	1751
270	650	1749
271	652	1747
272	655	1744
273	657	1741
274	659	1739
275	661	1736
276	664	1734
277	666	1732
278	669	1729
279	671	1727
280	674	1724
281	676	1722
282	678	1720
283	681	1717
284	683	1715
285	686	1712
286	688	1710
287	690	1707
288	692	1704
289	695	1703
290	698	1700
291	700	1698
292	702	1695
293	705	1693
294	707	1691
295	709	1688
296	712	1686
297	714	1683
298	717	1681
299	719	1678
300	722	1676
301	724	1674
302	726	1671
303	728	1668
304	731	1666
305	733	1663
306	736	1661
307	738	1659
308	740	1656
309	742	1653
310	745	1651
311	747	1648
312	750	1646
313	752	1643
314	754	1641
315	757	1638
316	759	1636
317	761	1634
318	764	1632
319	767	1629
320	769	1627
321	771	1624
322	773	1622
323	776	1619
324	778	1617
325	781	1615
326	783	1612
327	785	1609
328	788	1607
329	790	1604
330	792	1602
331	795	1600
332	797	1598
333	800	1595
334	802	1592
335	804	1590
336	807	1588
337	809	1585
338	812	1583
339	814	1581
340	816	1578
341	819	1576
342	821	1574
343	824	1572
344	826	1569
345	829	1567
346	831	1565
347	833	1562
348	836	1560
349	838	1557
350	841	1555
351	843	1552
352	846	1550
353	848	1548
354	850	1545
355	853	1543
356	855	1541
357	858	1538
358	860	1536
359	862	1533
360	865	1531
361	867	1529
362	870	1526
363	872	1524
364	874	1522
365	877	1519
366	879	1516
367	881	1514
368	884	1511
369	886	1509
370	888	1506
371	891	1504
372	893	1502
373	896	1499
374	898	1497
375	900	1494
376	904	1494
377	906	1491
378	909	1489
379	911	1487
380	913	1484
381	916	1482
382	918	1480
383	921	1477
384	923	1475
385	925	1472
386	928	1470
387	930	1467
388	933	1465
389	935	1463
390	938	1461
391	940	1458
392	943	1456
393	945	1454
394	947	1451
395	950	1449
396	952	1447
397	955	1444
398	957	1442
399	959	1439
400	962	1437
401	964	1434
402	966	1432
403	969	1430
404	971	1427
405	974	1425
406	976	1423
407	979	1420
408	981	1418
409	983	1415
410	986	1413
411	988	1411
412	991	1409
413	993	1406
414	996	1404
415	998	1401
416	1000	1399
417	1003	1397
418	1005	1394
419	1008	1392
420	1010	1390
421	1013	1387
422	1015	1385
423	1018	1383
424	1020	1380
425	1023	1378
426	1025	1375
427	1027	1373
428	1030	1371
429	1032	1368
430	1034	1366
431	1037	1363
432	1039	1361
433	1042	1359
434	1044	1356
435	1046	1354
436	1049	1351
437	1051	1349
438	1054	1347
439	1056	1344
440	1059	1342
441	1061	1340
442	1063	1337
443	1066	1335
444	1068	1332
445	1071	1330
446	1073	1328
447	1075	1325
448	1078	1323
449	1080	1320
450	1083	1318
451	1085	1315
452	1087	1313
453	1090	1311
454	1092	1308
455	1095	1306
456	1097	1304
457	1099	1301
458	1102	1299
459	1104	1297
460	1107	1294
461	1109	1292
462	1112	1290
463	1114	1287
464	1117	1285
465	1119	1283
466	1122	1280
467	1124	1278
468	1127	1276
469	1129	1273
470	1131	1271
471	1134	1269
472	1137	1266
473	1139	1264
474	1141	1261
475	1144	1259
476	1146	1257
477	1148	1254
478	1151	1252
479	1153	1250
480	1156	1247
481	1158	1245
482	1161	1242
483	1163	1240
484	1166	1238
