iter	Passed	Remaining
0	21	4367
1	25	2506
2	51	3355
3	94	4636
4	96	3751
5	97	3146
6	106	2948
7	107	2576
8	157	3345
9	179	3402
10	225	3868
11	237	3713
12	238	3428
13	245	3267
14	249	3076
15	291	3348
16	331	3564
17	373	3777
18	375	3580
19	385	3466
20	431	3680
21	433	3503
22	434	3341
23	483	3543
24	532	3727
25	533	3571
26	585	3751
27	586	3604
28	591	3485
29	592	3356
30	592	3231
31	594	3123
32	596	3016
33	638	3117
34	645	3044
35	649	2959
36	650	2867
37	664	2834
38	668	2758
39	671	2685
40	672	2608
41	701	2637
42	707	2582
43	712	2524
44	714	2461
45	716	2399
46	721	2347
47	724	2293
48	764	2357
49	791	2374
50	806	2355
51	813	2314
52	816	2264
53	819	2217
54	827	2181
55	827	2128
56	830	2082
57	843	2066
58	849	2029
59	850	1984
60	868	1979
61	884	1967
62	889	1935
63	939	1997
64	943	1959
65	953	1936
66	964	1914
67	967	1878
68	969	1839
69	985	1830
70	987	1794
71	990	1761
72	991	1724
73	1036	1765
74	1088	1814
75	1157	1888
76	1198	1913
77	1200	1877
78	1263	1934
79	1276	1915
80	1277	1876
81	1278	1839
82	1330	1874
83	1334	1843
84	1361	1842
85	1413	1873
86	1462	1899
87	1476	1879
88	1477	1842
89	1487	1818
90	1503	1801
91	1504	1766
92	1508	1735
93	1558	1757
94	1562	1726
95	1570	1700
96	1572	1669
97	1586	1651
98	1590	1622
99	1641	1641
100	1645	1612
101	1646	1582
102	1651	1555
103	1710	1578
104	1724	1560
105	1726	1531
106	1727	1501
107	1743	1484
108	1750	1461
109	1754	1435
110	1756	1408
111	1787	1404
112	1831	1409
113	1840	1388
114	1848	1366
115	1863	1349
116	1863	1322
117	1924	1337
118	1928	1313
119	1931	1287
120	1936	1264
121	1984	1268
122	1994	1248
123	2000	1226
124	2104	1262
125	2182	1281
126	2194	1261
127	2259	1270
128	2263	1245
129	2268	1221
130	2278	1199
131	2335	1203
132	2390	1204
133	2419	1191
134	2480	1194
135	2511	1181
136	2514	1156
137	2561	1150
138	2567	1126
139	2572	1102
140	2631	1101
141	2678	1094
142	2704	1077
143	2713	1055
144	2766	1049
145	2774	1026
146	2777	1001
147	2789	980
148	2815	963
149	2832	944
150	2844	922
151	2849	899
152	2881	885
153	2926	874
154	2978	864
155	3029	854
156	3088	845
157	3185	846
158	3241	835
159	3295	823
160	3353	812
161	3412	800
162	3441	781
163	3495	767
164	3548	752
165	3601	737
166	3652	721
167	3713	707
168	3764	690
169	3819	673
170	3826	648
171	3876	631
172	3928	613
173	3978	594
174	3986	569
175	4039	550
176	4090	531
177	4140	511
178	4199	492
179	4231	470
180	4322	453
181	4445	439
182	4532	421
183	4540	394
184	4563	370
185	4571	344
186	4586	318
187	4635	295
188	4687	272
189	4780	251
190	4829	227
191	4881	203
192	4938	179
193	4993	154
194	5084	130
195	5135	104
196	5193	79
197	5265	53
198	5325	26
199	5373	0
